S1,S2,S3,S4,S5,S6,S7,S8,Class
0,-1,1,-12,0,-9,0,1,T
-1,0,2,-3,-22,1,-5,-9,T
12,-10,-3,-2,34,9,5,29,U
10,2,-1,-16,-1,7,8,22,U
-2,-2,-8,-25,-47,1,-2,-6,U
1,0,3,11,2,6,3,-4,U
51,6,10,38,55,8,1,-6,U
-31,9,10,26,98,4,-1,4,U
-4,-8,-10,-28,-11,-3,-9,-4,U
-10,-9,-12,-70,-53,-10,-7,-4,U
-14,5,2,26,63,6,1,9,U
17,10,8,16,39,-1,6,-1,U
-5,-8,-9,-14,10,-1,-2,-9,U
4,-3,-7,-3,40,0,5,16,U
13,3,7,21,-8,-4,-2,5,U
-18,4,4,0,-24,-4,-3,2,U
-35,5,-2,-4,47,4,-1,-1,U
2,-1,0,-6,10,2,0,-11,U
3,-10,2,11,66,-5,-3,6,U
0,1,7,28,17,9,-5,1,U
4,2,3,9,-73,-5,1,12,U
-14,-8,2,0,-3,0,1,2,U
-4,2,8,30,70,8,9,9,U
2,9,5,31,43,2,-1,-11,U
-27,5,5,3,-26,-2,2,25,U
8,-1,7,17,90,0,-4,-1,U
17,2,-3,-3,102,6,-1,5,U
23,6,-8,-16,-128,-12,-11,6,U
26,1,-11,-29,-30,-8,0,5,U
-13,3,-19,-42,-63,-9,-8,-8,U
-3,-6,-8,-25,8,-2,1,4,U
8,-14,-5,-29,18,-2,-1,4,U
-21,1,7,17,3,2,6,5,U
-17,-8,4,37,80,-7,-8,-1,U
-14,-5,-7,-14,-22,0,-5,-11,U
-8,2,-5,-21,-42,0,-6,-2,U
-13,7,6,36,-10,4,3,-11,U
-42,-10,3,49,91,-4,0,-12,U
-1,-1,-6,-1,7,-10,-4,9,U
1,7,5,10,59,14,-1,8,U
-32,-11,-2,-16,-66,-9,-2,9,U
13,1,4,23,5,-1,4,-4,U
-7,2,-4,-31,-24,-18,-2,-9,U
7,-11,-15,-51,-75,-16,-10,-18,U
-31,-5,7,21,29,6,5,15,U
-19,-1,-2,-16,-6,0,-5,-1,U
16,2,-4,-2,50,1,1,1,U
17,-5,2,22,19,8,0,5,U
-11,5,-1,-8,30,0,0,-4,U
-2,-3,2,13,98,-3,-4,-9,U
-14,-2,-1,2,-28,-2,2,2,U
-15,3,10,8,-25,6,7,2,U
15,-15,-20,-48,-100,-19,-5,-2,U
18,4,5,14,41,11,-1,-2,U
12,-3,-3,-3,15,-3,1,25,U
5,-3,-10,-59,-90,-3,-9,-23,U
-22,-1,4,10,49,6,0,-2,U
12,7,1,6,-5,-10,2,-1,U
6,6,10,37,81,11,11,-2,U
-8,3,13,25,113,2,2,1,U
10,5,4,2,-74,-1,10,31,U
-5,-14,-19,-36,-77,-16,-12,-3,U
-16,1,2,-1,-26,-1,-3,0,U
-3,14,3,10,-8,6,2,10,U
-5,-5,1,-3,-40,-7,-2,-8,U
-92,-10,-7,-25,-75,-5,-3,-21,U
32,0,9,19,46,0,2,16,U
9,1,2,11,3,3,3,7,U
1,-11,-14,-36,25,-5,-7,-11,U
15,3,7,-3,-87,-3,-3,10,U
-15,-2,6,22,51,8,4,-9,U
18,8,1,12,51,-1,5,14,U
-1,4,7,9,-9,-9,0,-3,U
7,-1,-1,27,27,7,1,-1,U
-10,-5,0,6,-38,-6,-7,-10,U
-20,13,8,29,100,8,5,-12,U
13,-2,-4,-22,-87,-10,-2,17,U
13,2,5,26,38,4,-2,-9,U
-23,-2,3,27,36,-2,-2,-14,U
7,1,9,9,-23,-2,-1,5,U
-7,-4,4,7,41,7,0,-3,U
-19,1,-1,-10,-56,-2,-3,0,U
-20,-4,-1,-9,45,2,9,8,U
18,2,-1,4,13,-3,-2,11,U
-27,-9,-6,-8,89,-1,-9,-16,U
-11,-4,2,-8,-61,3,-2,-19,U
33,-3,-4,4,7,-5,-9,17,U
-11,-2,-2,-10,-100,-9,-4,12,U
-11,-3,-3,-8,-41,-5,-2,6,U
49,2,0,-11,-24,4,0,-24,U
23,0,0,3,41,2,2,0,U
-15,-7,3,9,-14,3,6,-4,U
-21,6,8,27,63,11,4,1,U
-7,8,5,16,15,4,7,12,U
41,-5,-1,-22,-51,-8,-1,-9,U
8,0,3,23,60,1,0,8,U
-6,-4,-2,4,22,4,-1,-5,U
-6,-4,-5,9,-1,-7,-1,1,U
-19,-3,0,12,-19,-3,-5,-8,U
3,1,-2,-8,-86,-3,-2,-4,U
-18,4,-6,-29,-71,-7,0,-17,U
-23,-10,2,7,4,-2,-3,-8,U
24,-3,-2,-15,-68,2,4,24,V
21,-1,5,11,-36,0,0,-13,V
1,2,6,25,23,0,-6,-20,V
-28,-9,-16,-30,-15,-12,-10,-24,V
-4,-1,-13,-26,-48,-15,-7,-1,V
-4,-2,-3,-4,-97,-4,0,49,V
23,3,-11,-6,-85,-12,-8,7,V
-2,-5,-4,12,-27,2,-5,-7,V
21,-5,4,9,9,0,0,19,V
19,22,2,3,-4,-2,2,16,V
-26,-14,-7,-16,-86,-11,-2,1,V
2,-2,-4,-35,-52,1,0,-10,V
27,1,-2,-8,17,-5,-1,14,V
24,10,13,40,97,11,10,18,V
31,-9,-17,-30,-77,-12,-6,-9,V
4,-2,6,14,-30,6,13,15,V
-13,-7,0,3,12,-1,-2,-4,V
-10,4,3,22,39,3,-4,-5,V
18,6,6,16,88,9,-5,4,V
-5,0,7,6,25,4,7,25,V
-24,-2,-8,-11,26,-8,-4,-4,V
4,6,9,35,26,9,-2,-6,V
-57,1,4,10,16,3,4,16,V
-2,-6,-6,-3,-56,-10,-7,-13,V
0,-6,0,9,-73,-6,4,-1,V
-11,3,7,24,69,5,11,-2,V
0,-13,-17,-41,-61,-10,-10,0,V
3,1,2,1,33,6,1,-2,V
-4,8,-3,-21,-110,-13,3,3,V
-12,-8,-11,-33,-103,0,6,1,V
3,-11,-8,-22,-79,-1,5,-28,V
9,6,2,24,127,6,-2,-32,V
11,-6,-2,-4,58,2,-3,-29,V
31,8,4,25,42,-1,-2,-4,V
-7,-1,-8,-15,62,-7,-3,-1,V
-3,5,2,28,109,4,-1,11,V
-34,-3,16,65,29,17,7,11,V
13,4,1,6,30,15,5,1,V
3,14,11,44,87,4,1,9,V
11,-12,-5,-18,22,-1,2,-3,V
-13,-10,-28,-102,-128,-30,-22,-15,V
26,3,4,3,-17,-5,5,16,V
-3,-4,-5,-22,-68,-3,-1,-9,V
15,2,4,4,-10,5,2,3,V
6,1,12,47,46,10,1,5,V
-37,-10,-16,-57,-97,-14,-6,-2,V
-18,-4,-5,-14,-69,-10,-4,35,V
17,2,4,36,55,7,-2,13,V
26,-1,9,43,60,0,8,27,V
7,-5,-12,-4,68,4,-8,-11,V
-22,2,3,25,104,4,-11,-37,V
-12,-10,-6,-12,-71,-2,5,-46,V
7,-1,7,33,24,4,4,6,V
4,-1,-7,-29,-80,-14,-16,6,V
14,4,4,-7,-98,-6,3,23,V
8,-6,-16,-60,-97,-8,-13,8,V
2,0,5,25,31,16,-4,-3,V
16,-3,3,6,-24,1,-6,-15,V
-19,-8,-10,-11,-1,-4,-14,-48,V
11,-4,2,12,-13,-10,-1,9,V
-12,1,0,14,-7,3,-12,-3,V
-45,-14,-27,-77,-128,-35,-18,-23,V
-19,-10,-18,-21,-37,-12,-12,-6,V
-26,3,-3,-5,94,-2,-5,-7,V
-2,-3,-10,-40,-75,-3,-9,6,V
71,6,4,31,49,-1,-1,9,V
-10,-4,6,34,-51,9,4,-11,V
-35,1,-8,-48,-65,0,3,19,V
13,-1,-3,-12,-65,1,-3,14,V
20,4,10,31,62,8,15,30,V
-36,-11,-3,5,-7,-2,0,6,V
-9,-1,-6,-15,-19,-12,-9,-25,V
13,5,-16,-43,-128,-12,-6,-4,V
2,0,-7,-28,-88,-2,-7,-4,V
14,-1,1,30,77,6,-4,2,V
-16,1,2,8,27,0,1,-6,V
10,3,10,47,114,3,9,9,V
-22,-5,5,3,2,10,6,-1,V
24,-5,-1,7,-40,2,-15,-13,V
16,2,8,37,45,9,2,-2,V
7,-3,-3,1,87,-2,0,11,V
-13,-4,-3,-14,-41,-7,5,12,V
-7,-5,-12,-16,86,-4,-7,8,V
-30,-13,-14,-13,8,-12,-12,-13,V
-7,-11,-18,-32,-40,-13,-12,-17,V
-2,-1,-3,10,-31,4,3,12,V
9,6,11,21,3,2,3,12,V
-23,-2,-11,-52,-98,-24,-12,-3,V
11,6,7,16,4,11,4,0,V
-3,-3,-4,-12,-58,-4,-6,13,V
-6,-3,-1,2,37,2,3,-7,V
22,6,-1,-14,-50,-13,-1,-2,V
-9,-5,-10,-15,-59,-5,-2,-34,V
22,0,-2,16,21,1,-8,-16,V
-8,0,7,29,81,10,-10,33,V
-42,-12,-13,-33,21,-17,-6,-32,V
-7,0,0,7,-24,3,5,16,V
0,3,1,-19,1,3,1,5,V
-47,-8,5,14,10,5,4,5,V
-35,-7,-6,-10,83,-4,-4,-14,V
3,5,7,13,3,6,9,7,W
1,-2,1,21,28,0,0,-5,W
-1,0,3,15,48,2,0,5,W
-4,-5,-9,-27,-87,-13,-3,9,W
2,-2,-1,11,-6,-4,-14,-3,W
8,9,7,9,17,-1,3,17,W
28,4,2,1,-10,0,-1,7,W
-5,-2,3,5,2,-6,4,6,W
1,1,4,17,118,4,3,-7,W
-4,-1,-5,-21,-7,0,-1,-4,W
-10,-8,-12,-36,-54,-7,-2,-6,W
-3,-2,-4,1,7,4,-1,2,W
7,7,9,37,38,7,6,7,W
5,4,5,16,37,4,3,0,W
-4,0,3,-1,-26,-1,2,-1,W
12,-1,3,15,39,2,-5,0,W
1,4,4,8,-28,1,1,14,W
-2,-6,-4,-5,-65,-3,-2,-8,W
-4,-6,-14,-10,7,-10,-1,-14,W
-3,0,-2,-12,-17,1,-2,-18,W
2,6,10,14,64,9,2,2,W
-8,-2,-1,-8,-10,4,2,-20,W
2,0,1,11,29,0,1,4,W
0,-1,5,10,50,3,3,2,W
-3,-8,-6,-1,10,-2,-2,7,W
1,7,9,5,-2,3,3,-1,W
1,3,2,10,25,2,-2,2,W
-4,0,-4,17,50,-1,-2,8,W
-1,-2,-1,9,21,0,0,2,W
4,4,1,5,27,8,6,8,W
-4,0,-1,-5,-67,-3,-1,-24,W
-6,-3,-7,-3,-72,-11,-5,-10,W
-4,-5,-6,-21,-67,-7,-4,0,W
2,0,1,5,44,-1,-1,-1,W
-2,-2,0,5,-6,1,1,14,W
3,0,-4,-17,-41,-1,-1,-14,W
3,1,0,-9,-28,1,0,7,W
-1,-1,-1,-6,-15,0,-2,4,W
1,-1,-6,-15,27,6,0,10,W
-2,-1,1,18,48,-2,-1,0,W
3,1,-5,-24,-48,-2,-1,-2,W
-3,-3,-4,-13,-43,-7,-4,1,W
-6,-4,-4,16,46,-1,-6,-8,W
-1,-1,2,0,11,0,1,5,W
-2,0,-5,-22,37,-5,-3,-2,W
-6,-6,-11,-8,-6,-3,-3,8,W
2,3,3,13,2,0,2,6,W
0,2,1,-2,-30,-6,-3,4,W
-4,-2,0,7,-5,-9,-3,-9,W
-3,0,2,-11,-12,3,0,-4,W
-4,-5,-12,-27,-64,-6,-5,0,W
0,4,5,8,21,2,5,3,W
0,1,1,5,14,-2,-1,-3,W
-5,-1,-2,5,-70,-4,-1,6,W
-1,2,4,14,31,3,0,-1,W
1,0,-1,-3,35,3,0,0,W
4,3,1,2,7,3,4,7,W
-5,-3,3,-2,-18,-3,-3,-5,W
3,-1,-5,-15,-29,-3,1,-3,W
2,-1,1,7,17,-3,1,4,W
-1,-4,2,3,-23,2,-2,16,W
-6,-5,-7,-15,28,-4,-4,-6,W
0,0,-1,-5,-31,2,0,4,W
-2,-1,-3,9,77,6,0,-5,W
3,2,3,6,32,0,0,-1,W
0,3,4,8,-3,3,-1,1,W
-3,-3,-2,3,-2,-1,-3,-7,W
1,-1,0,-1,-5,-1,2,1,W
-5,1,-3,-11,2,1,-4,-10,W
3,-1,-2,-9,37,1,3,11,W
-1,-2,0,3,-23,-2,-2,-9,W
-2,3,2,-7,-37,5,7,7,W
-2,-7,-12,-7,13,-3,-1,1,W
-1,2,4,18,66,-3,-4,-27,W
-4,-8,-4,14,14,-4,-1,11,W
4,2,1,-18,-93,-2,1,10,W
0,3,7,-12,1,1,3,5,W
3,-2,-7,-14,-23,-4,0,0,W
19,2,3,7,30,-3,0,6,W
0,-1,-6,-2,39,1,-5,2,W
-5,-7,-4,2,3,-1,-3,2,W
-3,-5,-5,15,5,-3,-1,1,W
-7,-4,-2,-6,65,-5,-4,-3,W
0,3,3,9,27,2,0,8,W
-2,2,3,8,73,6,3,0,W
-4,-1,-1,-5,16,5,-1,-1,W
-2,2,3,14,-2,4,3,7,W
-2,-3,2,20,8,-4,-2,5,W
-3,0,3,9,6,0,-1,-2,W
-1,-1,0,1,-17,0,-1,-7,W
-3,1,3,11,4,-6,-2,0,W
1,2,3,-4,-15,4,3,0,W
4,7,3,10,18,2,0,-1,W
2,0,2,4,24,-1,-5,5,W
2,3,7,16,-3,5,6,9,W
0,0,0,-7,-60,-3,-1,-1,W
3,0,-3,-15,5,0,0,0,W
-7,-1,-2,-10,-11,3,0,-23,W
-3,-4,0,2,58,-3,-6,-16,W
1,-1,-2,13,39,4,2,-1,W
-12,0,-3,-12,-32,0,-11,-6,X
15,-6,-9,-25,-11,-18,3,24,X
13,0,0,-2,-4,0,-12,15,X
26,5,0,0,5,2,10,-12,X
-13,-2,2,9,2,-6,-16,0,X
-43,-7,1,14,12,-6,-26,32,X
18,5,-5,-4,10,4,-4,15,X
22,-8,-8,-7,18,2,-7,4,X
37,0,-2,12,18,26,-15,-7,X
-13,-2,3,6,-6,-9,-14,-3,X
-47,3,4,27,3,0,-3,-20,X
1,-1,0,-5,-4,5,-4,5,X
8,2,9,15,18,-7,9,-10,X
-22,-7,-3,-16,-16,-5,21,2,X
17,-1,-6,0,16,23,22,-27,X
-4,0,-11,-18,-17,-8,-10,9,X
34,6,4,-6,-15,-16,-18,26,X
2,1,10,13,-13,-3,9,15,X
-25,-7,0,8,-1,10,6,-3,X
-19,-1,-3,2,-17,-9,-4,-3,X
11,-2,-8,-34,-39,-12,7,-30,X
-16,-4,-3,1,-8,1,1,-9,X
-27,2,2,14,22,15,1,-7,X
-16,1,-2,2,-5,0,-2,7,X
31,7,-1,-6,5,2,0,18,X
22,-3,-6,-8,-7,-11,0,9,X
12,-1,-1,-8,-7,-5,-17,4,X
-8,-5,-3,-7,-18,3,-8,3,X
-9,-2,-3,-18,-20,-1,-5,-9,X
26,-1,-3,-16,-15,-13,-21,-2,X
-29,2,0,3,7,1,-21,4,X
-22,-3,-5,-20,22,-15,3,-5,X
6,0,-1,-3,20,10,-11,-6,X
12,5,4,11,-4,0,2,-4,X
-9,3,3,10,18,9,7,13,X
17,4,-2,3,10,-1,-1,17,X
-20,2,1,25,38,2,-1,-16,X
-97,-1,1,5,25,2,13,-25,X
-40,-6,2,6,9,5,-16,21,X
-11,-9,-3,14,-18,-12,-30,0,X
34,2,1,12,26,9,19,18,X
17,0,-3,7,29,-10,15,-9,X
25,1,0,-6,5,13,-3,8,X
71,-6,-3,1,-31,4,1,-3,X
12,-1,1,-7,13,-8,-19,-12,X
-18,-1,1,-10,-2,-8,-11,9,X
-2,-2,-9,2,-21,4,11,10,X
36,4,-3,-10,-12,10,4,-7,X
35,7,2,-14,5,-14,2,2,X
-116,-9,-8,18,27,-9,-1,-29,X
-46,-1,2,17,41,-3,-3,-5,X
-23,0,9,27,15,19,0,1,X
19,2,1,16,25,18,0,10,X
-39,2,0,-4,6,-13,4,7,X
-10,-6,3,11,-3,9,7,2,X
9,-9,-1,-6,-2,-7,18,8,X
-23,-4,-4,-29,-62,-3,-14,-18,X
35,-3,7,16,14,2,12,-4,X
-13,5,-1,8,24,-2,-49,-15,X
33,8,-11,-37,-35,3,1,7,X
15,0,6,12,22,-1,-18,9,X
18,0,-1,5,16,-8,6,-7,X
34,-12,-13,-23,2,-7,-13,13,X
-45,-7,-9,-29,-76,-12,-4,-14,X
2,-3,6,8,6,0,-10,-1,X
-6,3,3,2,-6,-15,-11,-52,X
0,2,6,4,27,13,23,13,X
-8,-4,-3,-1,15,-24,-15,-3,X
48,4,-1,-9,-29,9,2,0,X
10,2,0,13,15,-2,4,17,X
20,2,-1,-5,-27,-8,14,-5,X
-2,-7,-6,-16,-16,-8,6,10,X
-29,-3,-6,-15,-13,-12,-17,-14,X
43,-2,-1,-3,-10,-2,-4,19,X
-28,-2,-2,-7,-1,-6,10,-24,X
25,0,-3,-11,5,-1,10,2,X
-10,0,0,-1,-7,10,14,-2,X
30,2,-1,-5,20,0,-9,-9,X
-59,-4,0,6,20,8,2,-12,X
-4,-10,-8,-11,8,-5,7,-16,X
-69,-2,-1,5,-10,4,-3,-15,X
-37,5,1,-5,-9,-2,8,-32,X
5,-1,1,15,43,16,-8,-4,X
-14,1,2,12,15,-2,-15,-18,X
43,-3,-7,-1,-11,4,11,1,X
-23,-6,-2,-5,-12,-3,-12,-19,X
-86,-3,0,19,8,-16,7,-2,X
61,6,4,-14,2,8,49,26,X
-2,0,3,-3,12,14,-28,-13,X
19,3,1,7,14,15,-2,10,X
-11,-17,-13,-30,-14,-20,-5,17,X
-1,5,0,4,-25,5,27,-7,X
5,-2,0,0,18,1,18,9,X
11,5,7,13,18,-16,-4,-7,X
5,0,-1,-12,-3,3,-13,-19,X
5,1,-1,2,-4,-29,-15,3,X
38,4,6,34,24,-11,-11,13,X
2,-3,4,-1,14,-1,1,-2,X
4,3,0,1,8,23,2,17,X
-13,-2,-3,4,-4,-11,3,-5,X
-10,5,2,0,13,-5,11,30,Y
8,2,5,3,12,-5,-1,-11,Y
-27,0,1,4,-7,-11,0,-3,Y
-25,-3,0,-11,-47,-36,0,-3,Y
-14,15,0,-4,-3,-11,4,-9,Y
0,-2,-1,3,14,12,-12,16,Y
35,5,-4,-9,-17,-8,-8,-2,Y
-22,-8,1,-21,-28,0,-4,18,Y
-9,-3,-2,-6,-8,-11,-15,-7,Y
14,0,-3,-8,1,-7,3,9,Y
16,3,5,-1,21,-22,10,12,Y
27,5,1,7,22,14,13,2,Y
-33,-11,-10,-7,3,2,-1,-26,Y
15,3,2,0,11,5,11,18,Y
-12,-7,-1,17,21,-3,7,-3,Y
9,6,5,-17,-20,-12,-11,15,Y
0,-1,-2,-6,-20,-9,-3,17,Y
2,-1,5,7,18,-4,1,-3,Y
9,10,-2,2,7,15,5,2,Y
8,2,-2,-1,5,-2,1,0,Y
-9,-4,0,9,15,1,3,-13,Y
-1,-3,5,12,13,7,-12,-24,Y
3,8,-1,-11,0,17,4,6,Y
10,2,1,1,3,-7,0,-1,Y
-8,-4,-4,-4,-8,13,4,-12,Y
-6,-3,-3,-6,-22,5,-1,-7,Y
0,-2,-1,4,13,5,1,7,Y
4,4,3,-9,35,9,0,-2,Y
3,-3,2,7,12,-7,2,-6,Y
21,4,0,2,-1,0,-2,-2,Y
-9,-4,-3,28,6,-7,5,5,Y
-6,-6,0,3,22,6,8,10,Y
-6,-7,-4,-26,-15,4,-9,-8,Y
-11,-3,-3,3,-31,-48,-15,-1,Y
7,17,5,-5,16,-4,7,19,Y
14,2,0,-4,-29,-4,10,16,Y
-3,4,-1,-2,1,12,3,-3,Y
-14,1,1,10,22,-6,2,-47,Y
-2,0,5,23,9,22,8,-1,Y
21,8,2,1,-24,-7,-10,5,Y
-4,3,3,5,1,23,0,-6,Y
1,-4,-3,-10,-49,-40,-13,-8,Y
16,-1,-1,-3,0,0,-3,-6,Y
3,-2,-3,-3,2,-10,3,-2,Y
-7,-2,-1,9,-5,-10,-2,-8,Y
-1,0,0,-5,-6,-11,-2,-2,Y
10,1,3,4,11,4,7,13,Y
-28,-7,-4,2,4,-1,-10,-73,Y
-15,-4,-2,-11,-14,-13,-3,-5,Y
-3,5,-2,5,-6,-4,-3,9,Y
12,1,5,-2,9,24,4,14,Y
12,-4,-5,-16,-9,-25,-6,24,Y
27,-9,-1,-7,-11,-4,-5,2,Y
3,-1,-8,-4,-39,1,-2,-23,Y
49,16,3,-2,28,27,9,0,Y
-11,-3,-1,7,18,9,7,19,Y
35,0,1,5,3,-23,-10,-10,Y
-7,-8,-6,-11,-15,1,-3,-2,Y
7,0,-1,0,33,3,5,16,Y
-7,4,1,-8,-6,-37,-1,0,Y
31,5,2,9,12,26,5,18,Y
7,-4,-1,-12,-24,3,-6,-43,Y
-1,-14,0,-4,-21,-4,-1,-5,Y
-3,-1,-19,-27,-39,-41,-17,-22,Y
15,-2,-4,-7,0,-5,-3,-7,Y
-52,-12,5,-27,18,-2,-1,-8,Y
-3,10,23,32,116,86,37,6,Y
-29,-4,-4,-31,8,17,6,6,Y
3,1,4,12,14,-1,-2,-4,Y
49,5,-1,-12,-29,8,8,5,Y
-1,-11,-3,-6,-24,-13,0,0,Y
13,0,2,3,6,20,2,3,Y
13,7,-5,3,20,-6,-2,-5,Y
-1,14,-1,3,-7,5,6,11,Y
-5,-4,-1,5,17,-2,2,10,Y
-11,0,1,16,7,5,4,-6,Y
-24,0,-4,1,-7,14,-6,-32,Y
-12,5,5,4,28,15,6,13,Y
-13,4,4,3,-23,-6,-1,7,Y
-49,-13,-7,0,8,-2,5,12,Y
27,6,12,3,27,5,0,-10,Y
-12,-23,-4,-6,-28,-29,-5,-16,Y
28,9,2,-23,4,12,10,15,Y
4,10,1,5,-21,-3,1,5,Y
-55,-2,2,0,15,-4,-4,-26,Y
-21,-4,-8,-12,-10,-10,-13,5,Y
11,-5,2,1,37,-3,-3,5,Y
7,3,-3,6,-33,-11,-5,-11,Y
-3,-13,-4,-5,13,0,3,3,Y
21,2,-1,9,50,-21,-4,-1,Y
-4,3,0,9,36,0,4,-2,Y
-32,-5,-4,4,27,2,-2,-2,Y
-8,3,3,2,12,5,11,-7,Y
10,-5,-4,-7,-12,-23,-15,-23,Y
-20,-7,-5,-11,-54,-49,-8,-12,Y
-9,-3,-4,-7,-8,-26,-19,-3,Y
6,1,1,-5,9,20,-3,-23,Y
9,4,0,3,8,4,6,1,Y
-7,-3,1,8,2,7,9,28,Y
19,0,1,11,9,6,3,-1,Y
